signal_id,race_key,season,round,race_name,race_date,driver_name,driver_id,momentum_raw,track_fit_raw,context_raw,source_confidence,composite_chatter_score,points_nudge,finish_position_nudge,source_ids,coding_notes,last_coded,coded_by,race_source_url,verified_momentum_score,verified_track_fit_score,verified_context_score,verified_source_confidence,verified_composite_chatter_score,verified_signal_count,verified_direct_signal_count,verified_carryover_signal_count,verified_carryover_weight,verified_source_match,verified_source_published_date,verified_driver_name,verified_source_url,verified_source_ids,verified_provenance_roles,available_before_race,proxy_or_scaffold,verified_pre_race,eligibility_status,safe_for_historical_backtest,safe_for_production_overlay,production_eligibility_status
2025_R01_DAYTONA_500_AUSTIN_CINDRIC,2025_R01_DAYTONA_500,2025,1,Daytona 500,2025-02-16,Austin Cindric,austin_cindric,0.15,0.5,0,0.75,0.1819,0.7275,-0.2728,2025_R01_DAYTONA_500_S01;2025_R01_DAYTONA_500_S04;2025_R01_DAYTONA_500_S05,Proxy coded from results/form/track-fit scaffold; review against pre-race article/odds before modeling.,2026-07-15,GPT-5.5 Thinking,https://www.jayski.com/nascar-cup-series/2025-nascar-cup-series-race-results/,,,,,,,,,,FALSE,,,,,,FALSE,TRUE,FALSE,coded_after_or_on_race_date,FALSE,FALSE,not_production_eligible
2025_R01_DAYTONA_500_CARSON_HOCEVAR,2025_R01_DAYTONA_500,2025,1,Daytona 500,2025-02-16,Carson Hocevar,carson_hocevar,0.15,0.35,0,0.75,0.1425,0.57,-0.2138,2025_R01_DAYTONA_500_S01;2025_R01_DAYTONA_500_S04;2025_R01_DAYTONA_500_S05,Proxy coded from results/form/track-fit scaffold; review against pre-race article/odds before modeling.,2026-07-15,GPT-5.5 Thinking,https://www.jayski.com/nascar-cup-series/2025-nascar-cup-series-race-results/,,,,,,,,,,FALSE,,,,,,FALSE,TRUE,FALSE,coded_after_or_on_race_date,FALSE,FALSE,not_production_eligible
2025_R01_DAYTONA_500_JOSH_BERRY,2025_R01_DAYTONA_500,2025,1,Daytona 500,2025-02-16,Josh Berry,josh_berry,0.15,0,0,0.75,0.0506,0.2025,-0.0759,2025_R01_DAYTONA_500_S01;2025_R01_DAYTONA_500_S04;2025_R01_DAYTONA_500_S05,Proxy coded from results/form/track-fit scaffold; review against pre-race article/odds before modeling.,2026-07-15,GPT-5.5 Thinking,https://www.jayski.com/nascar-cup-series/2025-nascar-cup-series-race-results/,,,,,,,,,,FALSE,,,,,,FALSE,TRUE,FALSE,coded_after_or_on_race_date,FALSE,FALSE,not_production_eligible
2025_R01_DAYTONA_500_AUSTIN_DILLON,2025_R01_DAYTONA_500,2025,1,Daytona 500,2025-02-16,Austin Dillon,austin_dillon,0.05,0,0,0.75,0.0169,0.0675,-0.0253,2025_R01_DAYTONA_500_S01;2025_R01_DAYTONA_500_S04;2025_R01_DAYTONA_500_S05,Proxy coded from results/form/track-fit scaffold; review against pre-race article/odds before modeling.,2026-07-15,GPT-5.5 Thinking,https://www.jayski.com/nascar-cup-series/2025-nascar-cup-series-race-results/,,,,,,,,,,FALSE,,,,,,FALSE,TRUE,FALSE,coded_after_or_on_race_date,FALSE,FALSE,not_production_eligible
2025_R01_DAYTONA_500_DANIEL_SUAREZ,2025_R01_DAYTONA_500,2025,1,Daytona 500,2025-02-16,Daniel Suarez,daniel_suarez,0.05,0,0,0.75,0.0169,0.0675,-0.0253,2025_R01_DAYTONA_500_S01;2025_R01_DAYTONA_500_S04;2025_R01_DAYTONA_500_S05,Proxy coded from results/form/track-fit scaffold; review against pre-race article/odds before modeling.,2026-07-15,GPT-5.5 Thinking,https://www.jayski.com/nascar-cup-series/2025-nascar-cup-series-race-results/,,,,,,,,,,FALSE,,,,,,FALSE,TRUE,FALSE,coded_after_or_on_race_date,FALSE,FALSE,not_production_eligible
2025_R01_DAYTONA_500_COREY_HEIM,2025_R01_DAYTONA_500,2025,1,Daytona 500,2025-02-16,Corey Heim,corey_heim,-0.05,0,0,0.75,-0.0169,-0.0675,0.0253,2025_R01_DAYTONA_500_S01;2025_R01_DAYTONA_500_S04;2025_R01_DAYTONA_500_S05,Proxy coded from results/form/track-fit scaffold; review against pre-race article/odds before modeling.,2026-07-15,GPT-5.5 Thinking,https://www.jayski.com/nascar-cup-series/2025-nascar-cup-series-race-results/,,,,,,,,,,FALSE,,,,,,FALSE,TRUE,FALSE,coded_after_or_on_race_date,FALSE,FALSE,not_production_eligible
2025_R01_DAYTONA_500_MICHAEL_MCDOWELL,2025_R01_DAYTONA_500,2025,1,Daytona 500,2025-02-16,Michael McDowell,michael_mcdowell,0.05,0.25,0,0.75,0.0825,0.33,-0.1237,2025_R01_DAYTONA_500_S01;2025_R01_DAYTONA_500_S04;2025_R01_DAYTONA_500_S05,Proxy coded from results/form/track-fit scaffold; review against pre-race article/odds before modeling.,2026-07-15,GPT-5.5 Thinking,https://www.jayski.com/nascar-cup-series/2025-nascar-cup-series-race-results/,,,,,,,,,,FALSE,,,,,,FALSE,TRUE,FALSE,coded_after_or_on_race_date,FALSE,FALSE,not_production_eligible
2025_R01_DAYTONA_500_CHRIS_BUESCHER,2025_R01_DAYTONA_500,2025,1,Daytona 500,2025-02-16,Chris Buescher,chris_buescher,0.05,0,0,0.75,0.0169,0.0675,-0.0253,2025_R01_DAYTONA_500_S01;2025_R01_DAYTONA_500_S04;2025_R01_DAYTONA_500_S05,Proxy coded from results/form/track-fit scaffold; review against pre-race article/odds before modeling.,2026-07-15,GPT-5.5 Thinking,https://www.jayski.com/nascar-cup-series/2025-nascar-cup-series-race-results/,,,,,,,,,,FALSE,,,,,,FALSE,TRUE,FALSE,coded_after_or_on_race_date,FALSE,FALSE,not_production_eligible
2025_R01_DAYTONA_500_BRAD_KESELOWSKI,2025_R01_DAYTONA_500,2025,1,Daytona 500,2025-02-16,Brad Keselowski,brad_keselowski,0.05,0.5,0,0.75,0.49500000000000005,1.9800000000000002,-0.7425,2025_r01_keselowski_practice,Durable source-verified pre-green chatter backfill,2025-02-15,GPT-5.5 Thinking,https://www.nascar.com/news-media/2025/02/15/ncs-saturday-practice-recap/,0,0.5,0.5,0.9,0.49500000000000005,1,1,0,0,TRUE,2025-02-15,Brad Keselowski,https://www.nascar.com/news-media/2025/02/15/ncs-saturday-practice-recap/,2025_r01_keselowski_practice,direct,TRUE,FALSE,TRUE,verified_pre_race,TRUE,TRUE,verified_pre_race
2025_R01_DAYTONA_500_ALEX_BOWMAN,2025_R01_DAYTONA_500,2025,1,Daytona 500,2025-02-16,Alex Bowman,alex_bowman,0.15,0,0,0.75,0.18000000000000002,0.7200000000000001,-0.27,2025_r01_bowman_practice,Durable source-verified pre-green chatter backfill,2025-02-15,GPT-5.5 Thinking,https://www.nascar.com/news-media/2025/02/15/ncs-saturday-practice-recap/,0,0,0.5,0.9,0.18000000000000002,1,1,0,0,TRUE,2025-02-15,Alex Bowman,https://www.nascar.com/news-media/2025/02/15/ncs-saturday-practice-recap/,2025_r01_bowman_practice,direct,TRUE,FALSE,TRUE,verified_pre_race,TRUE,TRUE,verified_pre_race
2025_R01_DAYTONA_500_KYLE_BUSCH,2025_R01_DAYTONA_500,2025,1,Daytona 500,2025-02-16,Kyle Busch,kyle_busch,0.05,0,0,0.75,0.0169,0.0675,-0.0253,2025_R01_DAYTONA_500_S01;2025_R01_DAYTONA_500_S04;2025_R01_DAYTONA_500_S05,Proxy coded from results/form/track-fit scaffold; review against pre-race article/odds before modeling.,2026-07-15,GPT-5.5 Thinking,https://www.jayski.com/nascar-cup-series/2025-nascar-cup-series-race-results/,,,,,,,,,,FALSE,,,,,,FALSE,TRUE,FALSE,coded_after_or_on_race_date,FALSE,FALSE,not_production_eligible
2025_R01_DAYTONA_500_RYAN_PREECE,2025_R01_DAYTONA_500,2025,1,Daytona 500,2025-02-16,Ryan Preece,ryan_preece,0,0,0,0.75,0,0,-0,2025_R01_DAYTONA_500_S01;2025_R01_DAYTONA_500_S04;2025_R01_DAYTONA_500_S05,Proxy coded from results/form/track-fit scaffold; review against pre-race article/odds before modeling.,2026-07-15,GPT-5.5 Thinking,https://www.jayski.com/nascar-cup-series/2025-nascar-cup-series-race-results/,,,,,,,,,,FALSE,,,,,,FALSE,TRUE,FALSE,coded_after_or_on_race_date,FALSE,FALSE,not_production_eligible
2025_R01_DAYTONA_500_A_J_ALLMENDINGER,2025_R01_DAYTONA_500,2025,1,Daytona 500,2025-02-16,A.J. Allmendinger,aj_allmendinger,0.05,0,0,0.75,0.0169,0.0675,-0.0253,2025_R01_DAYTONA_500_S01;2025_R01_DAYTONA_500_S04;2025_R01_DAYTONA_500_S05,Proxy coded from results/form/track-fit scaffold; review against pre-race article/odds before modeling.,2026-07-15,GPT-5.5 Thinking,https://www.jayski.com/nascar-cup-series/2025-nascar-cup-series-race-results/,,,,,,,,,,FALSE,,,,,,FALSE,TRUE,FALSE,coded_after_or_on_race_date,FALSE,FALSE,not_production_eligible
2025_R01_DAYTONA_500_ZANE_SMITH,2025_R01_DAYTONA_500,2025,1,Daytona 500,2025-02-16,Zane Smith,zane_smith,0,0.25,0,0.75,0.0656,0.2625,-0.0984,2025_R01_DAYTONA_500_S01;2025_R01_DAYTONA_500_S04;2025_R01_DAYTONA_500_S05,Proxy coded from results/form/track-fit scaffold; review against pre-race article/odds before modeling.,2026-07-15,GPT-5.5 Thinking,https://www.jayski.com/nascar-cup-series/2025-nascar-cup-series-race-results/,,,,,,,,,,FALSE,,,,,,FALSE,TRUE,FALSE,coded_after_or_on_race_date,FALSE,FALSE,not_production_eligible
2025_R01_DAYTONA_500_ERIK_JONES,2025_R01_DAYTONA_500,2025,1,Daytona 500,2025-02-16,Erik Jones,erik_jones,-0.05,0,0,0.75,-0.0169,-0.0675,0.0253,2025_R01_DAYTONA_500_S01;2025_R01_DAYTONA_500_S04;2025_R01_DAYTONA_500_S05,Proxy coded from results/form/track-fit scaffold; review against pre-race article/odds before modeling.,2026-07-15,GPT-5.5 Thinking,https://www.jayski.com/nascar-cup-series/2025-nascar-cup-series-race-results/,,,,,,,,,,FALSE,,,,,,FALSE,TRUE,FALSE,coded_after_or_on_race_date,FALSE,FALSE,not_production_eligible
2025_R01_DAYTONA_500_RICKY_STENHOUSE_JR,2025_R01_DAYTONA_500,2025,1,Daytona 500,2025-02-16,Ricky Stenhouse Jr.,ricky_stenhouse_jr,0,0.5,0,0.75,0.1312,0.525,-0.1969,2025_R01_DAYTONA_500_S01;2025_R01_DAYTONA_500_S04;2025_R01_DAYTONA_500_S05,Proxy coded from results/form/track-fit scaffold; review against pre-race article/odds before modeling.,2026-07-15,GPT-5.5 Thinking,https://www.jayski.com/nascar-cup-series/2025-nascar-cup-series-race-results/,,,,,,,,,,FALSE,,,,,,FALSE,TRUE,FALSE,coded_after_or_on_race_date,FALSE,FALSE,not_production_eligible
2025_R01_DAYTONA_500_JOHN_HUNTER_NEMECHEK,2025_R01_DAYTONA_500,2025,1,Daytona 500,2025-02-16,John Hunter Nemechek,john_hunter_nemechek,-0.05,0,0,0.75,-0.0169,-0.0675,0.0253,2025_R01_DAYTONA_500_S01;2025_R01_DAYTONA_500_S04;2025_R01_DAYTONA_500_S05,Proxy coded from results/form/track-fit scaffold; review against pre-race article/odds before modeling.,2026-07-15,GPT-5.5 Thinking,https://www.jayski.com/nascar-cup-series/2025-nascar-cup-series-race-results/,,,,,,,,,,FALSE,,,,,,FALSE,TRUE,FALSE,coded_after_or_on_race_date,FALSE,FALSE,not_production_eligible
2025_R01_DAYTONA_500_NOAH_GRAGSON,2025_R01_DAYTONA_500,2025,1,Daytona 500,2025-02-16,Noah Gragson,noah_gragson,-0.05,0,0,0.75,-0.0169,-0.0675,0.0253,2025_R01_DAYTONA_500_S01;2025_R01_DAYTONA_500_S04;2025_R01_DAYTONA_500_S05,Proxy coded from results/form/track-fit scaffold; review against pre-race article/odds before modeling.,2026-07-15,GPT-5.5 Thinking,https://www.jayski.com/nascar-cup-series/2025-nascar-cup-series-race-results/,,,,,,,,,,FALSE,,,,,,FALSE,TRUE,FALSE,coded_after_or_on_race_date,FALSE,FALSE,not_production_eligible
2025_R01_DAYTONA_500_COLE_CUSTER,2025_R01_DAYTONA_500,2025,1,Daytona 500,2025-02-16,Cole Custer,cole_custer,-0.05,0,0,0.75,0.18000000000000002,0.7200000000000001,-0.27,2025_r01_custer_practice,Durable source-verified pre-green chatter backfill,2025-02-15,GPT-5.5 Thinking,https://www.nascar.com/news-media/2025/02/15/ncs-saturday-practice-recap/,0,0,0.5,0.9,0.18000000000000002,1,1,0,0,TRUE,2025-02-15,Cole Custer,https://www.nascar.com/news-media/2025/02/15/ncs-saturday-practice-recap/,2025_r01_custer_practice,direct,TRUE,FALSE,TRUE,verified_pre_race,TRUE,TRUE,verified_pre_race
2025_R02_AMBETTER_HEALTH_400_DENNY_HAMLIN,2025_R02_AMBETTER_HEALTH_400,2025,2,Ambetter Health 400,2025-02-23,Denny Hamlin,denny_hamlin,0.35,0,0,0.75,0.1181,0.4725,-0.1772,2025_R02_AMBETTER_HEALTH_400_S01;2025_R02_AMBETTER_HEALTH_400_S04;2025_R02_AMBETTER_HEALTH_400_S05,Proxy coded from results/form/track-fit scaffold; review against pre-race article/odds before modeling.,2026-07-15,GPT-5.5 Thinking,https://www.jayski.com/nascar-cup-series/2025-nascar-cup-series-race-results/,,,,,,,,,,FALSE,,,,,,FALSE,TRUE,FALSE,coded_after_or_on_race_date,FALSE,FALSE,not_production_eligible
2025_R02_AMBETTER_HEALTH_400_TYLER_REDDICK,2025_R02_AMBETTER_HEALTH_400,2025,2,Ambetter Health 400,2025-02-23,Tyler Reddick,tyler_reddick,0.25,0.35,0,0.75,0.1762,0.705,-0.2644,2025_R02_AMBETTER_HEALTH_400_S01;2025_R02_AMBETTER_HEALTH_400_S04;2025_R02_AMBETTER_HEALTH_400_S05,Proxy coded from results/form/track-fit scaffold; review against pre-race article/odds before modeling.,2026-07-15,GPT-5.5 Thinking,https://www.jayski.com/nascar-cup-series/2025-nascar-cup-series-race-results/,,,,,,,,,,FALSE,,,,,,FALSE,TRUE,FALSE,coded_after_or_on_race_date,FALSE,FALSE,not_production_eligible
2025_R02_AMBETTER_HEALTH_400_RYAN_BLANEY,2025_R02_AMBETTER_HEALTH_400,2025,2,Ambetter Health 400,2025-02-23,Ryan Blaney,ryan_blaney,0.25,0.5,0,0.75,0.49500000000000005,1.9800000000000002,-0.7425,2025_r02_blaney_ford_front,Durable source-verified pre-green chatter backfill,2025-02-22,GPT-5.5 Thinking,https://www.nascar.com/news-media/2025/02/22/atlanta-pole-cup-series-recap-results/,0,0.5,0.5,0.9,0.49500000000000005,1,1,0,0,TRUE,2025-02-22,Ryan Blaney,https://www.nascar.com/news-media/2025/02/22/atlanta-pole-cup-series-recap-results/,2025_r02_blaney_ford_front,direct,TRUE,FALSE,TRUE,verified_pre_race,TRUE,TRUE,verified_pre_race
2025_R02_AMBETTER_HEALTH_400_TY_GIBBS,2025_R02_AMBETTER_HEALTH_400,2025,2,Ambetter Health 400,2025-02-23,Ty Gibbs,ty_gibbs,0.05,0,0,0.75,0.0169,0.0675,-0.0253,2025_R02_AMBETTER_HEALTH_400_S01;2025_R02_AMBETTER_HEALTH_400_S04;2025_R02_AMBETTER_HEALTH_400_S05,Proxy coded from results/form/track-fit scaffold; review against pre-race article/odds before modeling.,2026-07-15,GPT-5.5 Thinking,https://www.jayski.com/nascar-cup-series/2025-nascar-cup-series-race-results/,,,,,,,,,,FALSE,,,,,,FALSE,TRUE,FALSE,coded_after_or_on_race_date,FALSE,FALSE,not_production_eligible
2025_R02_AMBETTER_HEALTH_400_CHASE_ELLIOTT,2025_R02_AMBETTER_HEALTH_400,2025,2,Ambetter Health 400,2025-02-23,Chase Elliott,chase_elliott,0.25,0.35,0,0.75,0.1762,0.705,-0.2644,2025_R02_AMBETTER_HEALTH_400_S01;2025_R02_AMBETTER_HEALTH_400_S04;2025_R02_AMBETTER_HEALTH_400_S05,Proxy coded from results/form/track-fit scaffold; review against pre-race article/odds before modeling.,2026-07-15,GPT-5.5 Thinking,https://www.jayski.com/nascar-cup-series/2025-nascar-cup-series-race-results/,,,,,,,,,,FALSE,,,,,,FALSE,TRUE,FALSE,coded_after_or_on_race_date,FALSE,FALSE,not_production_eligible
2025_R02_AMBETTER_HEALTH_400_KYLE_LARSON,2025_R02_AMBETTER_HEALTH_400,2025,2,Ambetter Health 400,2025-02-23,Kyle Larson,kyle_larson,0.35,0,0,0.75,0.09000000000000001,0.36000000000000004,-0.135,2025_r01_larson_practice,Generated 50% one-race carryover from durable source-verified pre-green chatter,2025-02-15,GPT-5.5 Thinking,https://www.nascar.com/news-media/2025/02/15/ncs-saturday-practice-recap/,0,0,0.25,0.44999999999999996,0.09000000000000001,1,0,1,0.5,TRUE,2025-02-15,Kyle Larson,https://www.nascar.com/news-media/2025/02/15/ncs-saturday-practice-recap/,2025_r01_larson_practice,one_race_carryover_50pct,TRUE,FALSE,TRUE,verified_pre_race,TRUE,TRUE,verified_pre_race
2025_R02_AMBETTER_HEALTH_400_CHRISTOPHER_BELL,2025_R02_AMBETTER_HEALTH_400,2025,2,Ambetter Health 400,2025-02-23,Christopher Bell,christopher_bell,2,0,0,0.85,0.765,3.06,-1.1475,EVT_0001,Three consecutive wins early in 2025: Atlanta/COTA/Phoenix. | Proxy coded from results/form/track-fit scaffold; review against pre-race article/odds before modeling.,2026-07-15,GPT-5.5 Thinking,https://www.jayski.com/nascar-cup-series/2025-nascar-cup-series-race-results/,,,,,,,,,,FALSE,,,,,,FALSE,TRUE,FALSE,coded_after_or_on_race_date,FALSE,FALSE,not_production_eligible
2025_R02_AMBETTER_HEALTH_400_WILLIAM_BYRON,2025_R02_AMBETTER_HEALTH_400,2025,2,Ambetter Health 400,2025-02-23,William Byron,william_byron,0.85,0.35,0,0.75,0.3788,1.515,-0.5681,2025_R02_AMBETTER_HEALTH_400_S01;2025_R02_AMBETTER_HEALTH_400_S04;2025_R02_AMBETTER_HEALTH_400_S05,Proxy coded from results/form/track-fit scaffold; review against pre-race article/odds before modeling.,2026-07-15,GPT-5.5 Thinking,https://www.jayski.com/nascar-cup-series/2025-nascar-cup-series-race-results/,,,,,,,,,,FALSE,,,,,,FALSE,TRUE,FALSE,coded_after_or_on_race_date,FALSE,FALSE,not_production_eligible
