season,round,driver_id,event_id,race_id,race_name,track_id,track_name,track_primary_family,track_cluster_id,driver_name,car_number,owner_id,owner_name,manufacturer_id,manufacturer,field_size,target_qualifying_position,target_qualifying_speed_deficit_pct,predicted_qualifying_position,predicted_qualifying_rank,qualifying_route,training_races,evaluated_at,target_finish_position,target_win,target_top3,predicted_finish_score,predicted_finish_position,predicted_finish_rank,finish_route,win_probability,top3_probability,win_probability_rank,top3_probability_rank,probability_route,target_points,target_stage_points,predicted_points,predicted_points_rank,actual_points_rank,points_route,composite_chatter_score,points_nudge,finish_position_nudge,eligibility_status,safe_for_historical_backtest,last_coded,race_source_url,verified_direct_signal_count,verified_carryover_signal_count,verified_carryover_weight,production_eligibility_status,chatter_overlay_eligible,chatter_overlay_applied,chatter_score_applied,chatter_additive,chatter_multiplicative,predicted_qualifying_position_adjusted,predicted_finish_position_adjusted,predicted_points_adjusted,win_probability_unscaled,top3_probability_unscaled,win_probability_adjusted,top3_probability_adjusted,predicted_qualifying_rank_adjusted,predicted_finish_rank_adjusted,predicted_points_rank_adjusted,win_probability_rank_adjusted,top3_probability_rank_adjusted
2025,1,kyle_busch,cup_2025_r01,5546,DAYTONA 500,daytona_international_speedway,Daytona International Speedway,drafting_superspeedway,cluster_1,Kyle Busch,8,richard_childress_racing,Richard Childress Racing,chevrolet,Chevrolet,41,21,,15.6024727421334,14,drafting_superspeedway,252,2026-07-21 10:20:45,34,0,0,0.28145572548235287,14.668188544373091,11,drafting_superspeedway,0.01156449598250688,0.05368815420018134,26,17,drafting_superspeedway,4,0,22.531624453452935,15,33,drafting_superspeedway,0.0169,0.0675,-0.0253,coded_after_or_on_race_date,FALSE,2026-07-15,https://www.jayski.com/nascar-cup-series/2025-nascar-cup-series-race-results/,,,,not_production_eligible,FALSE,FALSE,0,0,1,15.6024727421334,14.668188544373091,22.531624453452935,0.01156449598250688,0.05368815420018134,0.011480040854921186,0.05330212621281106,14,12,15,26,17
2025,1,ross_chastain,cup_2025_r01,5546,DAYTONA 500,daytona_international_speedway,Daytona International Speedway,drafting_superspeedway,cluster_1,Ross Chastain,1,trackhouse_racing,Trackhouse Racing,chevrolet,Chevrolet,41,9,,17.636676951555394,18,drafting_superspeedway,252,2026-07-21 10:20:45,40,0,0,0.2792152456058498,14.79153825623036,12,drafting_superspeedway,0.02784879980823111,0.09429509433340594,13,13,drafting_superspeedway,1,0,23.493392082772154,11,35,drafting_superspeedway,0.0506,0.2025,-0.0759,coded_after_or_on_race_date,FALSE,2026-07-15,https://www.jayski.com/nascar-cup-series/2025-nascar-cup-series-race-results/,,,,not_production_eligible,FALSE,FALSE,0,0,1,17.636676951555394,14.79153825623036,23.493392082772154,0.02784879980823111,0.09429509433340594,0.02764542095415305,0.093617094762985,18,13,13,14,13
2025,1,tyler_reddick,cup_2025_r01,5546,DAYTONA 500,daytona_international_speedway,Daytona International Speedway,drafting_superspeedway,cluster_1,Tyler Reddick,45,23xi_racing,23XI Racing,toyota,Toyota,41,11,,13.951493854965722,9,drafting_superspeedway,252,2026-07-21 10:20:45,2,0,1,0.2780102376815684,14.85830843447444,13,drafting_superspeedway,0.04615844118664915,0.14846011994240904,5,6,drafting_superspeedway,38,0,23.473824911177967,12,5,drafting_superspeedway,0.1762,0.705,-0.2644,coded_after_or_on_race_date,FALSE,2026-07-15,https://www.jayski.com/nascar-cup-series/2025-nascar-cup-series-race-results/,,,,not_production_eligible,FALSE,FALSE,0,0,1,13.951493854965722,14.85830843447444,23.473824911177967,0.04615844118664915,0.14846011994240904,0.045821347633633776,0.14739266358895659,9,14,14,5,6
2025,1,alex_bowman,cup_2025_r01,5546,DAYTONA 500,daytona_international_speedway,Daytona International Speedway,drafting_superspeedway,cluster_1,Alex Bowman,48,hendrick_motorsports,Hendrick Motorsports,chevrolet,Chevrolet,41,38,,14.542083349635757,11,drafting_superspeedway,252,2026-07-21 10:20:45,6,0,0,0.27157624825765386,15.21995393962867,14,drafting_superspeedway,0.03329136089036894,0.10019148622272048,9,11,drafting_superspeedway,42,0,23.130823356841248,13,2,drafting_superspeedway,0.18000000000000002,0.7200000000000001,-0.27,verified_pre_race,TRUE,2025-02-15,https://www.nascar.com/news-media/2025/02/15/ncs-saturday-practice-recap/,1,0,0,verified_pre_race,TRUE,TRUE,0.18000000000000002,0.7200000000000001,1.0366558464909237,14.272083349635757,14.94995393962867,23.850823356841246,0.03451168390464024,0.10386408996139801,0.03425964623073102,0.1031172875018024,11,15,12,8,12
2025,1,brad_keselowski,cup_2025_r01,5546,DAYTONA 500,daytona_international_speedway,Daytona International Speedway,drafting_superspeedway,cluster_1,Brad Keselowski,6,rfk_racing,RFK Racing,ford,Ford,41,34,,18.643050503708455,21,drafting_superspeedway,252,2026-07-21 10:20:45,26,0,0,0.27140052125040015,15.229953833559945,15,drafting_superspeedway,0.02618735125011725,0.096676935415815,14,12,drafting_superspeedway,20,0,22.589854587155124,14,17,drafting_superspeedway,0.49500000000000005,1.9800000000000002,-0.7425,verified_pre_race,TRUE,2025-02-15,https://www.nascar.com/news-media/2025/02/15/ncs-saturday-practice-recap/,1,0,0,verified_pre_race,TRUE,TRUE,0.49500000000000005,1.9800000000000002,1.104066299558882,17.900550503708455,14.487453833559945,24.569854587155124,0.028912571989965614,0.10673774633723189,0.028701424443203807,0.10597028174455156,19,11,9,13,11
2025,1,michael_mcdowell,cup_2025_r01,5546,DAYTONA 500,daytona_international_speedway,Daytona International Speedway,drafting_superspeedway,cluster_1,Michael McDowell,71,spire_motorsports,Spire Motorsports,chevrolet,Chevrolet,41,25,,13.64930913955803,8,drafting_superspeedway,252,2026-07-21 10:20:45,11,0,0,0.25980880741340334,15.904309850116084,16,drafting_superspeedway,0.01855639721103415,0.04132680036353968,19,25,drafting_superspeedway,27,0,19.33688124129199,20,13,drafting_superspeedway,0.0825,0.33,-0.1237,coded_after_or_on_race_date,FALSE,2026-07-15,https://www.jayski.com/nascar-cup-series/2025-nascar-cup-series-race-results/,,,,not_production_eligible,FALSE,FALSE,0,0,1,13.64930913955803,15.904309850116084,19.33688124129199,0.01855639721103415,0.04132680036353968,0.01842088046249973,0.04102965284922382,8,16,20,19,25
2025,1,daniel_suarez,cup_2025_r01,5546,DAYTONA 500,daytona_international_speedway,Daytona International Speedway,drafting_superspeedway,cluster_1,Daniel Suarez,99,trackhouse_racing,Trackhouse Racing,chevrolet,Chevrolet,41,36,,21.64128916406124,26,drafting_superspeedway,252,2026-07-21 10:20:45,13,0,0,0.25866403647997865,15.972506617332256,17,drafting_superspeedway,0.02116184601927718,0.13057194575094283,16,9,drafting_superspeedway,29,0,19.666551179438233,19,12,drafting_superspeedway,0.0169,0.0675,-0.0253,coded_after_or_on_race_date,FALSE,2026-07-15,https://www.jayski.com/nascar-cup-series/2025-nascar-cup-series-race-results/,,,,not_production_eligible,FALSE,FALSE,0,0,1,21.64128916406124,15.972506617332256,19.666551179438233,0.02116184601927718,0.13057194575094283,0.02100730176519033,0.1296331087546602,26,17,19,16,9
2025,1,todd_gilliland,cup_2025_r01,5546,DAYTONA 500,daytona_international_speedway,Daytona International Speedway,drafting_superspeedway,cluster_1,Todd Gilliland,34,front_row_motorsports,Front Row Motorsports,ford,Ford,41,14,,13.982219669456844,10,drafting_superspeedway,252,2026-07-21 10:20:45,27,0,0,0.2561772560673592,16.12165938642674,18,drafting_superspeedway,0.01761834605495801,0.04562465208647463,20,23,drafting_superspeedway,16,0,19.804804281265337,18,21,drafting_superspeedway,,,,,,,,,,,,FALSE,FALSE,0,0,1,13.982219669456844,16.12165938642674,19.804804281265337,0.01761834605495801,0.04562465208647463,0.017489679862659518,0.0452966022050475,10,18,18,20,23
2025,1,ricky_stenhouse_jr,cup_2025_r01,5546,DAYTONA 500,daytona_international_speedway,Daytona International Speedway,drafting_superspeedway,cluster_1,Ricky Stenhouse Jr.,47,hyak_motorsports,Hyak Motorsports,chevrolet,Chevrolet,41,31,,24.855223782459447,34,drafting_superspeedway,252,2026-07-21 10:20:45,18,0,0,0.25245821503451615,16.347324062768283,19,drafting_superspeedway,0.03209862293708059,0.0494649483277778,12,20,drafting_superspeedway,26,0,16.4890129715192,31,14,drafting_superspeedway,0.1312,0.525,-0.1969,coded_after_or_on_race_date,FALSE,2026-07-15,https://www.jayski.com/nascar-cup-series/2025-nascar-cup-series-race-results/,,,,not_production_eligible,FALSE,FALSE,0,0,1,24.855223782459447,16.347324062768283,16.4890129715192,0.03209862293708059,0.0494649483277778,0.03186420776675437,0.04910928598972926,34,19,31,12,20
2025,1,chase_briscoe,cup_2025_r01,5546,DAYTONA 500,daytona_international_speedway,Daytona International Speedway,drafting_superspeedway,cluster_1,Chase Briscoe,19,joe_gibbs_racing,Joe Gibbs Racing,toyota,Toyota,41,1,0,16.4015306195171,17,drafting_superspeedway,252,2026-07-21 10:20:45,4,0,0,0.2518930253657303,16.381894159892862,20,drafting_superspeedway,0.0253355186421068,0.04848686006878894,15,21,drafting_superspeedway,33,0,21.566358391755024,16,7,drafting_superspeedway,0.1181,0.4725,-0.1772,coded_after_or_on_race_date,FALSE,2026-07-15,https://www.jayski.com/nascar-cup-series/2025-nascar-cup-series-race-results/,,,,not_production_eligible,FALSE,FALSE,0,0,1,16.4015306195171,16.381894159892862,21.566358391755024,0.0253355186421068,0.04848686006878894,0.025150494196371723,0.04813823037039272,17,20,16,15,21
2025,1,aj_allmendinger,cup_2025_r01,5546,DAYTONA 500,daytona_international_speedway,Daytona International Speedway,drafting_superspeedway,cluster_1,A.J. Allmendinger,16,kaulig_racing,Kaulig Racing,chevrolet,Chevrolet,41,13,,22.202822660025152,27,drafting_superspeedway,252,2026-07-21 10:20:45,41,0,0,0.24944474213330264,16.532490801394182,21,drafting_superspeedway,0.01943389775991082,0.08442415078371593,18,15,drafting_superspeedway,1,0,7.731561476422439,39,39,drafting_superspeedway,0.0169,0.0675,-0.0253,coded_after_or_on_race_date,FALSE,2026-07-15,https://www.jayski.com/nascar-cup-series/2025-nascar-cup-series-race-results/,,,,not_production_eligible,FALSE,FALSE,0,0,1,22.202822660025152,16.532490801394182,7.731561476422439,0.01943389775991082,0.08442415078371593,0.01929197265420078,0.08381712516516017,27,21,39,18,15
2025,1,justin_haley,cup_2025_r01,5546,DAYTONA 500,daytona_international_speedway,Daytona International Speedway,drafting_superspeedway,cluster_1,Justin Haley,7,spire_motorsports,Spire Motorsports,chevrolet,Chevrolet,41,35,,26.182394894323053,35,drafting_superspeedway,252,2026-07-21 10:20:45,19,0,0,0.24173057248462787,17.016111009332572,22,drafting_superspeedway,0.00711863103793402,0.03021270230809972,33,27,drafting_superspeedway,18,0,18.526185207890585,23,19,drafting_superspeedway,,,,,,,,,,,,FALSE,FALSE,0,0,1,26.182394894323053,17.016111009332572,18.526185207890585,0.00711863103793402,0.03021270230809972,0.007066643913423482,0.02999546726177038,35,22,23,34,27
2025,1,ty_gibbs,cup_2025_r01,5546,DAYTONA 500,daytona_international_speedway,Daytona International Speedway,drafting_superspeedway,cluster_1,Ty Gibbs,54,joe_gibbs_racing,Joe Gibbs Racing,toyota,Toyota,41,23,,15.52328558725278,13,drafting_superspeedway,252,2026-07-21 10:20:45,16,0,0,0.24015000038496465,17.116933865178623,23,drafting_superspeedway,0.01433277627189245,0.05007303545176349,23,19,drafting_superspeedway,21,0,19.95848945006432,17,16,drafting_superspeedway,0.0169,0.0675,-0.0253,coded_after_or_on_race_date,FALSE,2026-07-15,https://www.jayski.com/nascar-cup-series/2025-nascar-cup-series-race-results/,,,,not_production_eligible,FALSE,FALSE,0,0,1,15.52328558725278,17.116933865178623,19.95848945006432,0.01433277627189245,0.05007303545176349,0.014228104485890628,0.04971300085223353,13,23,17,23,19
2025,1,erik_jones,cup_2025_r01,5546,DAYTONA 500,daytona_international_speedway,Daytona International Speedway,drafting_superspeedway,cluster_1,Erik Jones,43,legacy_motor_club,Legacy Motor Club,toyota,Toyota,41,4,,28.650799516095752,39,drafting_superspeedway,252,2026-07-21 10:20:45,12,0,0,0.227533041369249,17.94347039395746,24,drafting_superspeedway,0.01494944524551174,0.02204338483754497,21,33,drafting_superspeedway,31,0,18.188951580891775,24,10,drafting_superspeedway,-0.0169,-0.0675,0.0253,coded_after_or_on_race_date,FALSE,2026-07-15,https://www.jayski.com/nascar-cup-series/2025-nascar-cup-series-race-results/,,,,not_production_eligible,FALSE,FALSE,0,0,1,28.650799516095752,17.94347039395746,18.188951580891775,0.01494944524551174,0.02204338483754497,0.014840269946609405,0.0218848887295965,39,25,24,21,33
2025,1,cole_custer,cup_2025_r01,5546,DAYTONA 500,daytona_international_speedway,Daytona International Speedway,drafting_superspeedway,cluster_1,Cole Custer,41,haas_factory_team,Haas Factory Team,ford,Ford,41,30,,22.502495632439885,29,drafting_superspeedway,252,2026-07-21 10:20:45,21,0,0,0.2249760306383747,18.115782935938416,25,drafting_superspeedway,0.00696861167783712,0.0176150187534912,36,36,drafting_superspeedway,16,0,13.613771463969712,34,22,drafting_superspeedway,0.18000000000000002,0.7200000000000001,-0.27,verified_pre_race,TRUE,2025-02-15,https://www.nascar.com/news-media/2025/02/15/ncs-saturday-practice-recap/,1,0,0,verified_pre_race,TRUE,TRUE,0.18000000000000002,0.7200000000000001,1.0366558464909237,22.232495632439885,17.845782935938416,14.333771463969713,0.007224052037754776,0.018260712176853915,0.007171295027206529,0.01812941420107893,28,24,34,33,36
2025,1,austin_dillon,cup_2025_r01,5546,DAYTONA 500,daytona_international_speedway,Daytona International Speedway,drafting_superspeedway,cluster_1,Austin Dillon,3,richard_childress_racing,Richard Childress Racing,chevrolet,Chevrolet,41,15,,16.29249887465201,16,drafting_superspeedway,252,2026-07-21 10:20:45,23,0,0,0.22387972983674273,18.19016664650303,26,drafting_superspeedway,0.01152416741964839,0.02291886804752195,27,31,drafting_superspeedway,14,0,18.807539698005332,21,25,drafting_superspeedway,0.0169,0.0675,-0.0253,coded_after_or_on_race_date,FALSE,2026-07-15,https://www.jayski.com/nascar-cup-series/2025-nascar-cup-series-race-results/,,,,not_production_eligible,FALSE,FALSE,0,0,1,16.29249887465201,18.19016664650303,18.807539698005332,0.01152416741964839,0.02291886804752195,0.011440006810209161,0.0227540770496381,16,26,21,27,31
2025,1,shane_van_gisbergen,cup_2025_r01,5546,DAYTONA 500,daytona_international_speedway,Daytona International Speedway,drafting_superspeedway,cluster_1,Shane van Gisbergen,88,trackhouse_racing,Trackhouse Racing,chevrolet,Chevrolet,41,26,,21.290896012757692,25,drafting_superspeedway,252,2026-07-21 10:20:45,33,0,0,0.22346409000258083,18.218447475660977,27,drafting_superspeedway,0.01250458617588036,0.05358125114008127,24,18,drafting_superspeedway,4,0,5.014562249183655,41,34,drafting_superspeedway,0.0844,0.3375,-0.1266,coded_after_or_on_race_date,FALSE,2026-07-15,https://www.jayski.com/nascar-cup-series/2025-nascar-cup-series-race-results/,,,,not_production_eligible,FALSE,FALSE,0,0,1,21.290896012757692,18.218447475660977,5.014562249183655,0.01250458617588036,0.05358125114008127,0.012413265601037516,0.0531959918059409,25,27,41,24,18
2025,1,carson_hocevar,cup_2025_r01,5546,DAYTONA 500,daytona_international_speedway,Daytona International Speedway,drafting_superspeedway,cluster_1,Carson Hocevar,77,spire_motorsports,Spire Motorsports,chevrolet,Chevrolet,41,33,,23.25243838899204,30,drafting_superspeedway,252,2026-07-21 10:20:45,30,0,0,0.2226254897392292,18.275641160267817,28,drafting_superspeedway,0.00415784010550341,0.02190349687795132,40,34,drafting_superspeedway,7,0,17.868935431683425,25,31,drafting_superspeedway,0.1425,0.57,-0.2138,coded_after_or_on_race_date,FALSE,2026-07-15,https://www.jayski.com/nascar-cup-series/2025-nascar-cup-series-race-results/,,,,not_production_eligible,FALSE,FALSE,0,0,1,23.25243838899204,18.275641160267817,17.868935431683425,0.00415784010550341,0.02190349687795132,0.004127475538199969,0.021746006590901406,30,28,25,40,34
2025,1,ty_dillon,cup_2025_r01,5546,DAYTONA 500,daytona_international_speedway,Daytona International Speedway,drafting_superspeedway,cluster_1,Ty Dillon,10,kaulig_racing,Kaulig Racing,chevrolet,Chevrolet,41,7,,28.626775090807477,38,drafting_superspeedway,252,2026-07-21 10:20:45,14,0,0,0.2203927568125716,18.42879352642604,29,drafting_superspeedway,0.011900275801061,0.01446700906606059,25,38,drafting_superspeedway,23,0,10.574144463430926,37,15,drafting_superspeedway,,,,,,,,,,,,FALSE,FALSE,0,0,1,28.626775090807477,18.42879352642604,10.574144463430926,0.011900275801061,0.01446700906606059,0.011813368484684754,0.014362988533482474,38,29,37,25,38
2025,1,ryan_preece,cup_2025_r01,5546,DAYTONA 500,daytona_international_speedway,Daytona International Speedway,drafting_superspeedway,cluster_1,Ryan Preece,60,rfk_racing,RFK Racing,ford,Ford,41,27,,21.048334900246736,24,drafting_superspeedway,252,2026-07-21 10:20:45,32,0,0,0.2186068645940802,18.55221858445169,30,drafting_superspeedway,0.00585359771277955,0.02841326589761596,37,28,drafting_superspeedway,5,0,17.566609961772954,26,32,drafting_superspeedway,0,0,-0,coded_after_or_on_race_date,FALSE,2026-07-15,https://www.jayski.com/nascar-cup-series/2025-nascar-cup-series-race-results/,,,,not_production_eligible,FALSE,FALSE,0,0,1,21.048334900246736,18.55221858445169,17.566609961772954,0.00585359771277955,0.02841326589761596,0.005810849084355455,0.0282089691395606,24,30,26,37,28
2025,1,noah_gragson,cup_2025_r01,5546,DAYTONA 500,daytona_international_speedway,Daytona International Speedway,drafting_superspeedway,cluster_1,Noah Gragson,4,front_row_motorsports,Front Row Motorsports,ford,Ford,41,32,,20.070891761408433,22,drafting_superspeedway,252,2026-07-21 10:20:45,28,0,0,0.21799730212006269,18.594535091844847,31,drafting_superspeedway,0.00705868108517025,0.04167376801649401,34,24,drafting_superspeedway,9,0,17.14886792914436,28,30,drafting_superspeedway,-0.0169,-0.0675,0.0253,coded_after_or_on_race_date,FALSE,2026-07-15,https://www.jayski.com/nascar-cup-series/2025-nascar-cup-series-race-results/,,,,not_production_eligible,FALSE,FALSE,0,0,1,20.070891761408433,18.594535091844847,17.14886792914436,0.00705868108517025,0.04167376801649401,0.0070071317731607565,0.04137412573910149,22,31,28,35,24
