"season","round","driver_code","win_books","win_avg_american_odds","win_avg_decimal_odds","win_best_american_odds","win_best_decimal_odds","win_best_sportsbook","win_market_implied_probability","win_market_no_vig_probability","podium_books","podium_avg_american_odds","podium_avg_decimal_odds","podium_best_american_odds","podium_best_decimal_odds","podium_best_sportsbook","podium_market_implied_probability","podium_market_no_vig_probability","driver_name","race_name","win_source_url","podium_source_url","source_market","source_note","odds_timestamp","source_ref_id","podium_market_avg_american_odds","podium_market_avg_decimal_odds","podium_market_best_american_odds","podium_market_best_decimal_odds","podium_market_probability","podium_market_no_vig_probability_only","podium_estimated_probability","podium_estimated_decimal_odds","podium_estimated_american_odds","podium_effective_avg_decimal_odds","podium_effective_avg_american_odds","podium_effective_best_decimal_odds","podium_effective_best_american_odds","podium_effective_probability","podium_effective_no_vig_probability","podium_odds_source"
"2025","3","RUS","1","2000","21","2000","21","BetMGM","0.0476190476190476","0.0409097410956945","","","","","","","","","George Russell","Japanese GP","https://www.sportsbookreview.com/picks/more-sports/f1-japanese-grand-prix-suzuka-circuit-best-bets-predictions-2025/","","Latest Japanese GP winner odds; win only.","Win source: SportsbookReview / BetMGM","2025-04-05 / odds as of Sat 7:00 ET","turn291574search5","","","","","","","","","","","","","","","",""
"2025","3","SAI","","","","","","","","","","","","","","","","","Carlos Sainz","Japanese GP","","","","No usable odds found in the searched sources.","","","","","","","","","","","","","","","","","",""
"2025","3","STR","","","","","","","","","","","","","","","","","Lance Stroll","Japanese GP","","","","No usable odds found in the searched sources.","","","","","","","","","","","","","","","","","",""
"2025","3","TSU","","","","","","","","","","","","","","","","","Yuki Tsunoda","Japanese GP","","","","No usable odds found in the searched sources.","","","","","","","","","","","","","","","","","",""
"2025","3","VER","1","175","2.75","175","2.75","BetMGM","0.363636363636364","0.312401659276212","","","","","","","","","Max Verstappen","Japanese GP","https://www.sportsbookreview.com/picks/more-sports/f1-japanese-grand-prix-suzuka-circuit-best-bets-predictions-2025/","","Latest Japanese GP winner odds; win only.","Win source: SportsbookReview / BetMGM","2025-04-05 / odds as of Sat 7:00 ET","turn291574search5","","","","","","","","","","","","","","","",""
"2025","4","ALB","","","","","","","","","","","","","","","","","Alexander Albon","Bahrain GP","","","","No usable odds found in the searched sources.","","","","","","","","","","","","","","","","","",""
"2025","4","ALO","","","","","","","","","","","","","","","","","Fernando Alonso","Bahrain GP","","","","No usable odds found in the searched sources.","","","","","","","","","","","","","","","","","",""
"2025","4","ANT","1","2800","29","2800","29","DraftKings","0.0344827586206896","0.02825117576978","","","","","","","","","Kimi Antonelli","Bahrain GP","https://www.sportsbettingdime.com/news/racing/formula-1-picks-odds-2025-bahrain-grand-prix-predictions-start-time/","","Race winner odds; source table also had Top 2 / Top 4, not mapped to podium.","Win source: SportsBettingDime / DraftKings | Market caution: source did not provide a full Top-3 podium board or was a partial board.","2025-04-12 post-qualifying","turn436103search5","","","","","","","","","","","","","","","",""
"2025","4","BEA","","","","","","","","","","","","","","","","","Oliver Bearman","Bahrain GP","","","","No usable odds found in the searched sources.","","","","","","","","","","","","","","","","","",""
"2025","4","BOR","","","","","","","","","","","","","","","","","Gabriel Bortoleto","Bahrain GP","","","","No usable odds found in the searched sources.","","","","","","","","","","","","","","","","","",""
"2025","4","DOO","","","","","","","","","","","","","","","","","Jack Doohan","Bahrain GP","","","","No usable odds found in the searched sources.","","","","","","","","","","","","","","","","","",""
"2025","4","GAS","1","8000","81","8000","81","DraftKings","0.0123456790123457","0.0101146184854768","","","","","","","","","Pierre Gasly","Bahrain GP","https://www.sportsbettingdime.com/news/racing/formula-1-picks-odds-2025-bahrain-grand-prix-predictions-start-time/","","Race winner odds; source table also had Top 2 / Top 4, not mapped to podium.","Win source: SportsBettingDime / DraftKings | Market caution: source did not provide a full Top-3 podium board or was a partial board.","2025-04-12 post-qualifying","turn436103search5","","","","","","","","","","","","","","","",""
"2025","4","HAD","","","","","","","","","","","","","","","","","Isack Hadjar","Bahrain GP","","","","No usable odds found in the searched sources.","","","","","","","","","","","","","","","","","",""
"2025","4","HAM","1","5500","56","5500","56","DraftKings","0.0178571428571428","0.0146300731664932","","","","","","","","","Lewis Hamilton","Bahrain GP","https://www.sportsbettingdime.com/news/racing/formula-1-picks-odds-2025-bahrain-grand-prix-predictions-start-time/","","Race winner odds; source table also had Top 2 / Top 4, not mapped to podium.","Win source: SportsBettingDime / DraftKings | Market caution: source did not provide a full Top-3 podium board or was a partial board.","2025-04-12 post-qualifying","turn436103search5","","","","","","","","","","","","","","","",""
"2025","4","HUL","","","","","","","","","","","","","","","","","Nico Hulkenberg","Bahrain GP","","","","No usable odds found in the searched sources.","","","","","","","","","","","","","","","","","",""
"2025","4","LAW","","","","","","","","","","","","","","","","","Liam Lawson","Bahrain GP","","","","No usable odds found in the searched sources.","","","","","","","","","","","","","","","","","",""
"2025","4","LEC","1","850","9.5","850","9.5","DraftKings","0.105263157894737","0.086240431297223","","","","","","","","","Charles Leclerc","Bahrain GP","https://www.sportsbettingdime.com/news/racing/formula-1-picks-odds-2025-bahrain-grand-prix-predictions-start-time/","","Race winner odds; source table also had Top 2 / Top 4, not mapped to podium.","Win source: SportsBettingDime / DraftKings | Market caution: source did not provide a full Top-3 podium board or was a partial board.","2025-04-12 post-qualifying","turn436103search5","","","","","","","","","","","","","","","",""
"2025","4","NOR","1","600","7","600","7","DraftKings","0.142857142857143","0.117040585331946","","","","","","","","","Lando Norris","Bahrain GP","https://www.sportsbettingdime.com/news/racing/formula-1-picks-odds-2025-bahrain-grand-prix-predictions-start-time/","","Race winner odds; source table also had Top 2 / Top 4, not mapped to podium.","Win source: SportsBettingDime / DraftKings | Market caution: source did not provide a full Top-3 podium board or was a partial board.","2025-04-12 post-qualifying","turn436103search5","","","","","","","","","","","","","","","",""
"2025","4","OCO","","","","","","","","","","","","","","","","","Esteban Ocon","Bahrain GP","","","","No usable odds found in the searched sources.","","","","","","","","","","","","","","","","","",""
"2025","4","PIA","1","-275","1.36363636363636","-275","1.36363636363636","DraftKings","0.733333333333333","0.60080833803732","","","","","","","","","Oscar Piastri","Bahrain GP","https://www.sportsbettingdime.com/news/racing/formula-1-picks-odds-2025-bahrain-grand-prix-predictions-start-time/","","Race winner odds; source table also had Top 2 / Top 4, not mapped to podium.","Win source: SportsBettingDime / DraftKings | Market caution: source did not provide a full Top-3 podium board or was a partial board.","2025-04-12 post-qualifying","turn436103search5","","","","","","","","","","","","","","","",""
"2025","4","RUS","1","650","7.5","650","7.5","DraftKings","0.133333333333333","0.109237879643149","","","","","","","","","George Russell","Bahrain GP","https://www.sportsbettingdime.com/news/racing/formula-1-picks-odds-2025-bahrain-grand-prix-predictions-start-time/","","Race winner odds; source table also had Top 2 / Top 4, not mapped to podium.","Win source: SportsBettingDime / DraftKings | Market caution: source did not provide a full Top-3 podium board or was a partial board.","2025-04-12 post-qualifying","turn436103search5","","","","","","","","","","","","","","","",""
"2025","4","SAI","1","15000","151","15000","151","DraftKings","0.00662251655629139","0.00542572249883191","","","","","","","","","Carlos Sainz","Bahrain GP","https://www.sportsbettingdime.com/news/racing/formula-1-picks-odds-2025-bahrain-grand-prix-predictions-start-time/","","Race winner odds; source table also had Top 2 / Top 4, not mapped to podium.","Win source: SportsBettingDime / DraftKings | Market caution: source did not provide a full Top-3 podium board or was a partial board.","2025-04-12 post-qualifying","turn436103search5","","","","","","","","","","","","","","","",""
"2025","4","STR","","","","","","","","","","","","","","","","","Lance Stroll","Bahrain GP","","","","No usable odds found in the searched sources.","","","","","","","","","","","","","","","","","",""
"2025","4","TSU","","","","","","","","","","","","","","","","","Yuki Tsunoda","Bahrain GP","","","","No usable odds found in the searched sources.","","","","","","","","","","","","","","","","","",""
"2025","4","VER","1","2800","29","2800","29","DraftKings","0.0344827586206896","0.02825117576978","","","","","","","","","Max Verstappen","Bahrain GP","https://www.sportsbettingdime.com/news/racing/formula-1-picks-odds-2025-bahrain-grand-prix-predictions-start-time/","","Race winner odds; source table also had Top 2 / Top 4, not mapped to podium.","Win source: SportsBettingDime / DraftKings | Market caution: source did not provide a full Top-3 podium board or was a partial board.","2025-04-12 post-qualifying","turn436103search5","","","","","","","","","","","","","","","",""
"2025","5","ALB","1","25000","251","25000","251","BetMGM","0.00398406374501992","0.00319658394674453","","","","","","","","","Alexander Albon","Saudi Arabian GP","https://www.sportsbookreview.com/picks/more-sports/saudi-arabian-grand-prix-odds-predictions-expert-picks-prop-bets-long-shots-2025/","","Early-week Saudi Arabian GP winner odds board; win only.","Win source: SportsbookReview / BetMGM","2025-04-15","turn479780search1","","","","","","","","","","","","","","","",""
"2025","5","ALO","1","50000","501","50000","501","BetMGM","0.00199600798403193","0.00160148217691193","","","","","","","","","Fernando Alonso","Saudi Arabian GP","https://www.sportsbookreview.com/picks/more-sports/saudi-arabian-grand-prix-odds-predictions-expert-picks-prop-bets-long-shots-2025/","","Early-week Saudi Arabian GP winner odds board; win only.","Win source: SportsbookReview / BetMGM","2025-04-15","turn479780search1","","","","","","","","","","","","","","","",""
"2025","5","ANT","1","6600","67","6600","67","BetMGM","0.0149253731343283","0.0119752622482519","","","","","","","","","Kimi Antonelli","Saudi Arabian GP","https://www.sportsbookreview.com/picks/more-sports/saudi-arabian-grand-prix-odds-predictions-expert-picks-prop-bets-long-shots-2025/","","Early-week Saudi Arabian GP winner odds board; win only.","Win source: SportsbookReview / BetMGM","2025-04-15","turn479780search1","","","","","","","","","","","","","","","",""
"2025","5","BEA","1","30000","301","30000","301","BetMGM","0.00332225913621262","0.0026655899356574","","","","","","","","","Oliver Bearman","Saudi Arabian GP","https://www.sportsbookreview.com/picks/more-sports/saudi-arabian-grand-prix-odds-predictions-expert-picks-prop-bets-long-shots-2025/","","Early-week Saudi Arabian GP winner odds board; win only.","Win source: SportsbookReview / BetMGM","2025-04-15","turn479780search1","","","","","","","","","","","","","","","",""
"2025","5","BOR","1","3e+05","3001","3e+05","3001","BetMGM","0.00033322225924691","0.00026735840407626","","","","","","","","","Gabriel Bortoleto","Saudi Arabian GP","https://www.sportsbookreview.com/picks/more-sports/saudi-arabian-grand-prix-odds-predictions-expert-picks-prop-bets-long-shots-2025/","","Early-week Saudi Arabian GP winner odds board; win only.","Win source: SportsbookReview / BetMGM","2025-04-15","turn479780search1","","","","","","","","","","","","","","","",""
"2025","5","DOO","1","75000","751","75000","751","BetMGM","0.00133155792276964","0.00106836560670156","","","","","","","","","Jack Doohan","Saudi Arabian GP","https://www.sportsbookreview.com/picks/more-sports/saudi-arabian-grand-prix-odds-predictions-expert-picks-prop-bets-long-shots-2025/","","Early-week Saudi Arabian GP winner odds board; win only.","Win source: SportsbookReview / BetMGM","2025-04-15","turn479780search1","","","","","","","","","","","","","","","",""
"2025","5","GAS","1","25000","251","25000","251","BetMGM","0.00398406374501992","0.00319658394674453","","","","","","","","","Pierre Gasly","Saudi Arabian GP","https://www.sportsbookreview.com/picks/more-sports/saudi-arabian-grand-prix-odds-predictions-expert-picks-prop-bets-long-shots-2025/","","Early-week Saudi Arabian GP winner odds board; win only.","Win source: SportsbookReview / BetMGM","2025-04-15","turn479780search1","","","","","","","","","","","","","","","",""
"2025","5","HAD","1","25000","251","25000","251","BetMGM","0.00398406374501992","0.00319658394674453","","","","","","","","","Isack Hadjar","Saudi Arabian GP","https://www.sportsbookreview.com/picks/more-sports/saudi-arabian-grand-prix-odds-predictions-expert-picks-prop-bets-long-shots-2025/","","Early-week Saudi Arabian GP winner odds board; win only.","Win source: SportsbookReview / BetMGM","2025-04-15","turn479780search1","","","","","","","","","","","","","","","",""
"2025","5","HAM","1","2500","26","2500","26","BetMGM","0.0384615384615385","0.0308593296397261","","","","","","","","","Lewis Hamilton","Saudi Arabian GP","https://www.sportsbookreview.com/picks/more-sports/saudi-arabian-grand-prix-odds-predictions-expert-picks-prop-bets-long-shots-2025/","","Early-week Saudi Arabian GP winner odds board; win only.","Win source: SportsbookReview / BetMGM","2025-04-15","turn479780search1","","","","","","","","","","","","","","","",""
"2025","5","HUL","1","2e+05","2001","2e+05","2001","BetMGM","0.00049975012493753","0.00040097079991648","","","","","","","","","Nico Hulkenberg","Saudi Arabian GP","https://www.sportsbookreview.com/picks/more-sports/saudi-arabian-grand-prix-odds-predictions-expert-picks-prop-bets-long-shots-2025/","","Early-week Saudi Arabian GP winner odds board; win only.","Win source: SportsbookReview / BetMGM","2025-04-15","turn479780search1","","","","","","","","","","","","","","","",""
"2025","5","LAW","1","1e+05","1001","1e+05","1001","BetMGM","0.00099900099900099","0.00080154102960327","","","","","","","","","Liam Lawson","Saudi Arabian GP","https://www.sportsbookreview.com/picks/more-sports/saudi-arabian-grand-prix-odds-predictions-expert-picks-prop-bets-long-shots-2025/","","Early-week Saudi Arabian GP winner odds board; win only.","Win source: SportsbookReview / BetMGM","2025-04-15","turn479780search1","","","","","","","","","","","","","","","",""
