"season","round","driver_code","win_books","win_avg_american_odds","win_avg_decimal_odds","win_best_american_odds","win_best_decimal_odds","win_best_sportsbook","win_market_implied_probability","win_market_no_vig_probability","podium_books","podium_avg_american_odds","podium_avg_decimal_odds","podium_best_american_odds","podium_best_decimal_odds","podium_best_sportsbook","podium_market_implied_probability","podium_market_no_vig_probability","driver_name","race_name","win_source_url","podium_source_url","source_market","source_note","odds_timestamp","source_ref_id"
"2026","9","HUL","1","50000","501","50000","501","user supplied","0.00199600798403194","0.00160457022492478","1","25000","251","25000","251","user supplied","0.00398406374501992","0.00112713710719751","Nico Hulkenberg","British Grand Prix","NA","NA","User supplied British GP race winner and podium board.","User supplied on 2026-07-01 from provided British GP odds board.","2026-07-03 07:30:00","user_supplied_2026-07-01"
"2026","9","LAW","1","40000","401","40000","401","user supplied","0.00249376558603491","0.00200471242565415","1","10000","101","10000","101","user supplied","0.0099009900990099","0.00280110310798588","Liam Lawson","British Grand Prix","NA","NA","User supplied British GP race winner and podium board.","User supplied on 2026-07-01 from provided British GP odds board.","2026-07-03 07:30:00","user_supplied_2026-07-01"
"2026","9","LEC","1","850","9.5","850","9.5","user supplied","0.105263157894737","0.0846199665986648","1","225","3.25","225","3.25","user supplied","0.307692307692308","0.0870496658174073","Charles Leclerc","British Grand Prix","NA","NA","User supplied British GP race winner and podium board.","User supplied on 2026-07-01 from provided British GP odds board.","2026-07-03 07:30:00","user_supplied_2026-07-01"
"2026","9","LIN","1","40000","401","40000","401","user supplied","0.00249376558603491","0.00200471242565415","1","10000","101","10000","101","user supplied","0.0099009900990099","0.00280110310798588","Arvid Lindblad","British Grand Prix","NA","NA","User supplied British GP race winner and podium board.","User supplied on 2026-07-01 from provided British GP odds board.","2026-07-03 07:30:00","user_supplied_2026-07-01"
"2026","9","NOR","1","2000","21","2000","21","user supplied","0.0476190476190476","0.0382804610803484","1","400","5","400","5","user supplied","0.2","0.0565822827813148","Lando Norris","British Grand Prix","NA","NA","User supplied British GP race winner and podium board.","User supplied on 2026-07-01 from provided British GP odds board.","2026-07-03 07:30:00","user_supplied_2026-07-01"
"2026","9","OCO","1","50000","501","50000","501","user supplied","0.00199600798403194","0.00160457022492478","1","25000","251","25000","251","user supplied","0.00398406374501992","0.00112713710719751","Esteban Ocon","British Grand Prix","NA","NA","User supplied British GP race winner and podium board.","User supplied on 2026-07-01 from provided British GP odds board.","2026-07-03 07:30:00","user_supplied_2026-07-01"
"2026","9","PER","1","70000","701","70000","701","user supplied","0.0014265335235378","0.00114677558157962","1","40000","401","40000","401","user supplied","0.00249376558603491","7.0551474789669e-4","Sergio Perez","British Grand Prix","NA","NA","User supplied British GP race winner and podium board.","User supplied on 2026-07-01 from provided British GP odds board.","2026-07-03 07:30:00","user_supplied_2026-07-01"
"2026","9","PIA","1","3500","36","3500","36","user supplied","0.0277777777777778","0.0223302689635365","1","600","7","600","7","user supplied","0.142857142857143","0.0404159162723677","Oscar Piastri","British Grand Prix","NA","NA","User supplied British GP race winner and podium board.","User supplied on 2026-07-01 from provided British GP odds board.","2026-07-03 07:30:00","user_supplied_2026-07-01"
"2026","9","RUS","1","200","3","200","3","user supplied","0.333333333333333","0.267963227562439","1","-330","1.3030303030303","-330","1.3030303030303","user supplied","0.767441860465116","0.217118061835278","George Russell","British Grand Prix","NA","NA","User supplied British GP race winner and podium board.","User supplied on 2026-07-01 from provided British GP odds board.","2026-07-03 07:30:00","user_supplied_2026-07-01"
"2026","9","SAI","1","60000","601","60000","601","user supplied","0.00166389351081531","0.0013375868264348","1","30000","301","30000","301","user supplied","0.00332225913621262","9.3990502958994e-4","Carlos Sainz","British Grand Prix","NA","NA","User supplied British GP race winner and podium board.","User supplied on 2026-07-01 from provided British GP odds board.","2026-07-03 07:30:00","user_supplied_2026-07-01"
"2026","9","STR","1","70000","701","70000","701","user supplied","0.0014265335235378","0.00114677558157962","1","50000","501","50000","501","user supplied","0.00199600798403194","5.6469344093128e-4","Lance Stroll","British Grand Prix","NA","NA","User supplied British GP race winner and podium board.","User supplied on 2026-07-01 from provided British GP odds board.","2026-07-03 07:30:00","user_supplied_2026-07-01"
"2026","9","VER","1","600","7","600","7","user supplied","0.142857142857143","0.114841383241045","1","-140","1.71428571428571","-140","1.71428571428571","user supplied","0.583333333333333","0.165031658112168","Max Verstappen","British Grand Prix","NA","NA","User supplied British GP race winner and podium board.","User supplied on 2026-07-01 from provided British GP odds board.","2026-07-03 07:30:00","user_supplied_2026-07-01"
"2026","10","ALB","1","60000","601","60000","601","manual","0.0016638935108153079","0.0013540040992574035","1","30000","301","30000","301","manual","0.0033222591362126247","0.0028342151721230569","Alexander Albon","Belgian Grand Prix","","","Opening race winner and podium","User-supplied Belgium GP opening race-winner and podium board.","2026-07-13 14:57 America/New_York","user_supplied_2026-07-13_belgium_opening"
"2026","10","ALO","1","70000","701","70000","701","manual","0.0014265335235378032","0.001160850875397574","1","50000","501","50000","501","manual","0.001996007984031936","0.0017027919497186429","Fernando Alonso","Belgian Grand Prix","","","Opening race winner and podium","User-supplied Belgium GP opening race-winner and podium board.","2026-07-13 14:57 America/New_York","user_supplied_2026-07-13_belgium_opening"
"2026","10","ANT","1","150","2.5","150","2.5","manual","0.40000000000000002","0.32550258546147981","1","-400","1.25","-400","1.25","manual","0.80000000000000004","0.68247901344723216","Andrea Kimi Antonelli","Belgian Grand Prix","","","Opening race winner and podium","User-supplied Belgium GP opening race-winner and podium board.","2026-07-13 14:57 America/New_York","user_supplied_2026-07-13_belgium_opening"
"2026","10","BEA","1","60000","601","60000","601","manual","0.0016638935108153079","0.0013540040992574035","1","30000","301","30000","301","manual","0.0033222591362126247","0.0028342151721230569","Oliver Bearman","Belgian Grand Prix","","","Opening race winner and podium","User-supplied Belgium GP opening race-winner and podium board.","2026-07-13 14:57 America/New_York","user_supplied_2026-07-13_belgium_opening"
"2026","10","BOR","1","50000","501","50000","501","manual","0.001996007984031936","0.001624264398510378","1","25000","251","25000","251","manual","0.0039840637450199202","0.0033987998677650999","Gabriel Bortoleto","Belgian Grand Prix","","","Opening race winner and podium","User-supplied Belgium GP opening race-winner and podium board.","2026-07-13 14:57 America/New_York","user_supplied_2026-07-13_belgium_opening"
"2026","10","BOT","1","80000","801","80000","801","manual","0.0012484394506866417","0.0010159256724765287","1","50000","501","50000","501","manual","0.001996007984031936","0.0017027919497186429","Valtteri Bottas","Belgian Grand Prix","","","Opening race winner and podium","User-supplied Belgium GP opening race-winner and podium board.","2026-07-13 14:57 America/New_York","user_supplied_2026-07-13_belgium_opening"
"2026","10","COL","1","50000","501","50000","501","manual","0.001996007984031936","0.001624264398510378","1","25000","251","25000","251","manual","0.0039840637450199202","0.0033987998677650999","Franco Colapinto","Belgian Grand Prix","","","Opening race winner and podium","User-supplied Belgium GP opening race-winner and podium board.","2026-07-13 14:57 America/New_York","user_supplied_2026-07-13_belgium_opening"
"2026","10","GAS","1","30000","301","30000","301","manual","0.0033222591362126247","0.0027035098460255797","1","15000","151","15000","151","manual","0.0066225165562913907","0.0056496607073446368","Pierre Gasly","Belgian Grand Prix","","","Opening race winner and podium","User-supplied Belgium GP opening race-winner and podium board.","2026-07-13 14:57 America/New_York","user_supplied_2026-07-13_belgium_opening"
"2026","10","HAD","1","6500","66","6500","66","manual","0.015151515151515152","0.012329643388692416","1","2000","21","2000","21","manual","0.047619047619047616","0.040623750800430479","Isack Hadjar","Belgian Grand Prix","","","Opening race winner and podium","User-supplied Belgium GP opening race-winner and podium board.","2026-07-13 14:57 America/New_York","user_supplied_2026-07-13_belgium_opening"
"2026","10","HAM","1","450","5.5","450","5.5","manual","0.18181818181818182","0.14795572066430898","1","-140","1.7142857142857144","-140","1.7142857142857144","manual","0.58333333333333326","0.49764094730527336","Lewis Hamilton","Belgian Grand Prix","","","Opening race winner and podium","User-supplied Belgium GP opening race-winner and podium board.","2026-07-13 14:57 America/New_York","user_supplied_2026-07-13_belgium_opening"
"2026","10","HUL","1","50000","501","50000","501","manual","0.001996007984031936","0.001624264398510378","1","25000","251","25000","251","manual","0.0039840637450199202","0.0033987998677650999","Nico Hulkenberg","Belgian Grand Prix","","","Opening race winner and podium","User-supplied Belgium GP opening race-winner and podium board.","2026-07-13 14:57 America/New_York","user_supplied_2026-07-13_belgium_opening"
"2026","10","LAW","1","40000","401","40000","401","manual","0.0024937655860349127","0.0020293178644730657","1","13000","131","13000","131","manual","0.0076335877862595417","0.0065122043267865654","Liam Lawson","Belgian Grand Prix","","","Opening race winner and podium","User-supplied Belgium GP opening race-winner and podium board.","2026-07-13 14:57 America/New_York","user_supplied_2026-07-13_belgium_opening"
"2026","10","LEC","1","450","5.5","450","5.5","manual","0.18181818181818182","0.14795572066430898","1","-140","1.7142857142857144","-140","1.7142857142857144","manual","0.58333333333333326","0.49764094730527336","Charles Leclerc","Belgian Grand Prix","","","Opening race winner and podium","User-supplied Belgium GP opening race-winner and podium board.","2026-07-13 14:57 America/New_York","user_supplied_2026-07-13_belgium_opening"
"2026","10","LIN","1","40000","401","40000","401","manual","0.0024937655860349127","0.0020293178644730657","1","13000","131","13000","131","manual","0.0076335877862595417","0.0065122043267865654","Arvid Lindblad","Belgian Grand Prix","","","Opening race winner and podium","User-supplied Belgium GP opening race-winner and podium board.","2026-07-13 14:57 America/New_York","user_supplied_2026-07-13_belgium_opening"
"2026","10","NOR","1","1800","19","1800","19","manual","0.052631578947368418","0.042829287560721019","1","300","4","300","4","manual","0.25","0.21327469170226004","Lando Norris","Belgian Grand Prix","","","Opening race winner and podium","User-supplied Belgium GP opening race-winner and podium board.","2026-07-13 14:57 America/New_York","user_supplied_2026-07-13_belgium_opening"
"2026","10","OCO","1","60000","601","60000","601","manual","0.0016638935108153079","0.0013540040992574035","1","30000","301","30000","301","manual","0.0033222591362126247","0.0028342151721230569","Esteban Ocon","Belgian Grand Prix","","","Opening race winner and podium","User-supplied Belgium GP opening race-winner and podium board.","2026-07-13 14:57 America/New_York","user_supplied_2026-07-13_belgium_opening"
"2026","10","PER","1","70000","701","70000","701","manual","0.0014265335235378032","0.001160850875397574","1","45000","451","45000","451","manual","0.0022172949002217295","0.001891571545031131","Sergio Perez","Belgian Grand Prix","","","Opening race winner and podium","User-supplied Belgium GP opening race-winner and podium board.","2026-07-13 14:57 America/New_York","user_supplied_2026-07-13_belgium_opening"
"2026","10","PIA","1","2800","29","2800","29","manual","0.034482758620689655","0.028060567712196532","1","900","10","900","10","manual","0.10000000000000001","0.08530987668090402","Oscar Piastri","Belgian Grand Prix","","","Opening race winner and podium","User-supplied Belgium GP opening race-winner and podium board.","2026-07-13 14:57 America/New_York","user_supplied_2026-07-13_belgium_opening"
"2026","10","RUS","1","285","3.8500000000000001","285","3.8500000000000001","manual","0.25974025974025972","0.2113653152347271","1","-275","1.3636363636363638","-275","1.3636363636363638","manual","0.73333333333333328","0.62560576232662934","George Russell","Belgian Grand Prix","","","Opening race winner and podium","User-supplied Belgium GP opening race-winner and podium board.","2026-07-13 14:57 America/New_York","user_supplied_2026-07-13_belgium_opening"
"2026","10","SAI","1","60000","601","60000","601","manual","0.0016638935108153079","0.0013540040992574035","1","30000","301","30000","301","manual","0.0033222591362126247","0.0028342151721230569","Carlos Sainz","Belgian Grand Prix","","","Opening race winner and podium","User-supplied Belgium GP opening race-winner and podium board.","2026-07-13 14:57 America/New_York","user_supplied_2026-07-13_belgium_opening"
"2026","10","STR","1","80000","801","80000","801","manual","0.0012484394506866417","0.0010159256724765287","1","50000","501","50000","501","manual","0.001996007984031936","0.0017027919497186429","Lance Stroll","Belgian Grand Prix","","","Opening race winner and podium","User-supplied Belgium GP opening race-winner and podium board.","2026-07-13 14:57 America/New_York","user_supplied_2026-07-13_belgium_opening"
"2026","10","VER","1","1200","13","1200","13","manual","0.076923076923076927","0.062596651050284571","1","175","2.75","175","2.75","manual","0.36363636363636365","0.3102177333851055","Max Verstappen","Belgian Grand Prix","","","Opening race winner and podium","User-supplied Belgium GP opening race-winner and podium board.","2026-07-13 14:57 America/New_York","user_supplied_2026-07-13_belgium_opening"
