season,round,driver_code,pole_current_american_odds,pole_current_decimal_odds,pole_current_no_vig_probability,pole_opening_american_odds,pole_opening_decimal_odds,pole_opening_no_vig_probability,driver_name,race_name,sportsbook,odds_timestamp,source_url,notes
2026,9,RUS,750,8.5,0.09195464236191282,NA,NA,NA,George Russell,British Grand Prix,manual,2026-07-03 07:00 America/New_York,NA,Manual qualifying odds supplied by user on 2026-07-03; current pole board.
2026,9,SAI,100000,1001,7.808336264498091e-4,NA,NA,NA,Carlos Sainz,British Grand Prix,manual,2026-07-03 07:00 America/New_York,NA,Manual qualifying odds supplied by user on 2026-07-03; current pole board.
2026,9,STR,150000,1501,5.207291539482072e-4,NA,NA,NA,Lance Stroll,British Grand Prix,manual,2026-07-03 07:00 America/New_York,NA,Manual qualifying odds supplied by user on 2026-07-03; current pole board.
2026,9,VER,750,8.5,0.09195464236191282,NA,NA,NA,Max Verstappen,British Grand Prix,manual,2026-07-03 07:00 America/New_York,NA,Manual qualifying odds supplied by user on 2026-07-03; current pole board.
2026,10,ALB,60000,601,0.00132434613192999,,,,Alexander Albon,Belgian Grand Prix,DraftKings/manual supplied,2026-07-14 America/New_York,,User supplied Belgium GP 2026 current qualifying winner board on 2026-07-14.
2026,10,ALO,80000,801,0.000993672940436857,,,,Fernando Alonso,Belgian Grand Prix,DraftKings/manual supplied,2026-07-14 America/New_York,,User supplied Belgium GP 2026 current qualifying winner board on 2026-07-14.
2026,10,ANT,155,2.55,0.312130205996048,,,,Andrea Kimi Antonelli,Belgian Grand Prix,DraftKings/manual supplied,2026-07-14 America/New_York,,User supplied Belgium GP 2026 current qualifying winner board on 2026-07-14.
2026,10,BEA,60000,601,0.00132434613192999,,,,Oliver Bearman,Belgian Grand Prix,DraftKings/manual supplied,2026-07-14 America/New_York,,User supplied Belgium GP 2026 current qualifying winner board on 2026-07-14.
2026,10,BOR,50000,501,0.00158868667722539,,,,Gabriel Bortoleto,Belgian Grand Prix,DraftKings/manual supplied,2026-07-14 America/New_York,,User supplied Belgium GP 2026 current qualifying winner board on 2026-07-14.
2026,10,BOT,80000,801,0.000993672940436857,,,,Valtteri Bottas,Belgian Grand Prix,DraftKings/manual supplied,2026-07-14 America/New_York,,User supplied Belgium GP 2026 current qualifying winner board on 2026-07-14.
2026,10,COL,50000,501,0.00158868667722539,,,,Franco Colapinto,Belgian Grand Prix,DraftKings/manual supplied,2026-07-14 America/New_York,,User supplied Belgium GP 2026 current qualifying winner board on 2026-07-14.
2026,10,GAS,40000,401,0.00198486789349108,,,,Pierre Gasly,Belgian Grand Prix,DraftKings/manual supplied,2026-07-14 America/New_York,,User supplied Belgium GP 2026 current qualifying winner board on 2026-07-14.
2026,10,HAD,5500,56,0.0142130718801772,,,,Isack Hadjar,Belgian Grand Prix,DraftKings/manual supplied,2026-07-14 America/New_York,,User supplied Belgium GP 2026 current qualifying winner board on 2026-07-14.
2026,10,HAM,500,6,0.13265533754832,,,,Lewis Hamilton,Belgian Grand Prix,DraftKings/manual supplied,2026-07-14 America/New_York,,User supplied Belgium GP 2026 current qualifying winner board on 2026-07-14.
2026,10,HUL,50000,501,0.00158868667722539,,,,Nico Hulkenberg,Belgian Grand Prix,DraftKings/manual supplied,2026-07-14 America/New_York,,User supplied Belgium GP 2026 current qualifying winner board on 2026-07-14.
2026,10,LAW,40000,401,0.00198486789349108,,,,Liam Lawson,Belgian Grand Prix,DraftKings/manual supplied,2026-07-14 America/New_York,,User supplied Belgium GP 2026 current qualifying winner board on 2026-07-14.
2026,10,LEC,500,6,0.13265533754832,,,,Charles Leclerc,Belgian Grand Prix,DraftKings/manual supplied,2026-07-14 America/New_York,,User supplied Belgium GP 2026 current qualifying winner board on 2026-07-14.
2026,10,LIN,40000,401,0.00198486789349108,,,,Arvid Lindblad,Belgian Grand Prix,DraftKings/manual supplied,2026-07-14 America/New_York,,User supplied Belgium GP 2026 current qualifying winner board on 2026-07-14.
2026,10,NOR,2200,23,0.0346057402299966,,,,Lando Norris,Belgian Grand Prix,DraftKings/manual supplied,2026-07-14 America/New_York,,User supplied Belgium GP 2026 current qualifying winner board on 2026-07-14.
2026,10,OCO,60000,601,0.00132434613192999,,,,Esteban Ocon,Belgian Grand Prix,DraftKings/manual supplied,2026-07-14 America/New_York,,User supplied Belgium GP 2026 current qualifying winner board on 2026-07-14.
2026,10,PER,80000,801,0.000993672940436857,,,,Sergio Perez,Belgian Grand Prix,DraftKings/manual supplied,2026-07-14 America/New_York,,User supplied Belgium GP 2026 current qualifying winner board on 2026-07-14.
2026,10,PIA,3500,36,0.0221092229247201,,,,Oscar Piastri,Belgian Grand Prix,DraftKings/manual supplied,2026-07-14 America/New_York,,User supplied Belgium GP 2026 current qualifying winner board on 2026-07-14.
2026,10,RUS,200,3,0.265310675096641,,,,George Russell,Belgian Grand Prix,DraftKings/manual supplied,2026-07-14 America/New_York,,User supplied Belgium GP 2026 current qualifying winner board on 2026-07-14.
2026,10,SAI,60000,601,0.00132434613192999,,,,Carlos Sainz,Belgian Grand Prix,DraftKings/manual supplied,2026-07-14 America/New_York,,User supplied Belgium GP 2026 current qualifying winner board on 2026-07-14.
2026,10,STR,80000,801,0.000993672940436857,,,,Lance Stroll,Belgian Grand Prix,DraftKings/manual supplied,2026-07-14 America/New_York,,User supplied Belgium GP 2026 current qualifying winner board on 2026-07-14.
2026,10,VER,1100,12,0.0663276687741602,,,,Max Verstappen,Belgian Grand Prix,DraftKings/manual supplied,2026-07-14 America/New_York,,User supplied Belgium GP 2026 current qualifying winner board on 2026-07-14.
